cohort;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2016-01;29.0;19.0;17.0;14.0;10.0;10.0;11.0;10.0;11.0;;;;;;;;23022
2017-01;33.0;23.0;22.0;17.0;11.0;10.0;12.0;11.0;;;;;;;;;23022
2018-01;40.0;29.0;21.0;11.0;10.0;10.0;8.0;;;;;;;;;;23022
2019-01;49.0;38.0;32.0;27.0;26.0;22.0;;;;;;;;;;;23022
2020-01;75.0;51.0;46.0;43.0;37.0;;;;;;;;;;;;23022
2021-01;92.0;77.0;66.0;55.0;;;;;;;;;;;;;23022
2022-01;52.0;41.0;33.0;;;;;;;;;;;;;;23022
2023-01;45.0;35.0;;;;;;;;;;;;;;;23022
2024-01;52.0;;;;;;;;;;;;;;;;23022
2009-01;38.0;26.0;25.0;21.0;21.0;15.0;12.0;14.0;13.0;11.0;11.0;10.0;12.0;15.0;15.0;14.0;23018
2010-01;38.0;32.0;28.0;22.0;19.0;18.0;12.0;14.0;17.0;18.0;20.0;18.0;16.0;17.0;19.0;;23018
2011-01;25.0;25.0;22.0;20.0;17.0;18.0;14.0;14.0;13.0;13.0;11.0;12.0;12.0;12.0;;;23018
2012-01;29.0;26.0;18.0;15.0;15.0;15.0;14.0;15.0;15.0;13.0;13.0;12.0;11.0;;;;23018
2013-01;32.0;24.0;20.0;18.0;14.0;13.0;11.0;11.0;12.0;12.0;11.0;13.0;;;;;23018
2014-01;60.0;52.0;43.0;36.0;35.0;32.0;30.0;24.0;24.0;26.0;28.0;;;;;;23018
2015-01;21.0;17.0;10.0;10.0;10.0;11.0;12.0;12.0;10.0;10.0;;;;;;;23018
2016-01;42.0;32.0;24.0;21.0;18.0;20.0;20.0;18.0;20.0;;;;;;;;23018
2017-01;51.0;45.0;40.0;40.0;36.0;34.0;37.0;37.0;;;;;;;;;23018
2018-01;26.0;25.0;21.0;19.0;17.0;18.0;19.0;;;;;;;;;;23018
2019-01;49.0;44.0;35.0;32.0;30.0;30.0;;;;;;;;;;;23018
2020-01;24.0;20.0;18.0;15.0;13.0;;;;;;;;;;;;23018
2021-01;54.0;46.0;43.0;41.0;;;;;;;;;;;;;23018
2022-01;42.0;40.0;31.0;;;;;;;;;;;;;;23018
2023-01;55.0;48.0;;;;;;;;;;;;;;;23018
2024-01;59.0;;;;;;;;;;;;;;;;23018
2009-01;49.0;40.0;23.0;19.0;13.0;13.0;12.0;13.0;9.0;9.0;9.0;6.0;7.0;6.0;4.0;4.0;23002
2010-01;60.0;36.0;24.0;21.0;17.0;17.0;16.0;14.0;14.0;12.0;10.0;11.0;11.0;9.0;9.0;;23002
2011-01;91.0;78.0;74.0;67.0;59.0;56.0;51.0;48.0;44.0;39.0;41.0;43.0;43.0;43.0;;;23002
2012-01;63.0;54.0;40.0;32.0;33.0;27.0;28.0;28.0;27.0;27.0;27.0;28.0;25.0;;;;23002
2013-01;36.0;31.0;25.0;18.0;15.0;15.0;15.0;14.0;16.0;16.0;11.0;12.0;;;;;23002
2014-01;79.0;66.0;54.0;43.0;41.0;40.0;31.0;31.0;30.0;29.0;30.0;;;;;;23002
2015-01;71.0;61.0;46.0;35.0;31.0;24.0;24.0;24.0;25.0;25.0;;;;;;;23002
2016-01;56.0;43.0;32.0;27.0;24.0;18.0;16.0;16.0;15.0;;;;;;;;23002
2017-01;45.0;34.0;26.0;20.0;20.0;21.0;22.0;21.0;;;;;;;;;23002
2018-01;83.0;69.0;53.0;44.0;31.0;29.0;20.0;;;;;;;;;;23002
2019-01;53.0;41.0;35.0;27.0;25.0;17.0;;;;;;;;;;;23002
2020-01;101.0;83.0;54.0;52.0;53.0;;;;;;;;;;;;23002
2021-01;100.0;66.0;62.0;54.0;;;;;;;;;;;;;23002
2022-01;156.0;120.0;101.0;;;;;;;;;;;;;;23002
2023-01;171.0;125.0;;;;;;;;;;;;;;;23002
2024-01;142.0;;;;;;;;;;;;;;;;23002
2009-01;30.0;22.0;12.0;13.0;13.0;14.0;15.0;14.0;12.0;14.0;16.0;14.0;12.0;12.0;11.0;11.0;23015
2010-01;36.0;27.0;26.0;25.0;20.0;18.0;15.0;16.0;17.0;15.0;14.0;18.0;11.0;11.0;11.0;;23015
2011-01;31.0;24.0;22.0;21.0;18.0;11.0;13.0;12.0;11.0;13.0;11.0;11.0;9.0;12.0;;;23015
2012-01;34.0;29.0;27.0;25.0;23.0;17.0;15.0;15.0;16.0;16.0;16.0;16.0;14.0;;;;23015
2013-01;11.0;6.0;7.0;7.0;6.0;7.0;6.0;6.0;5.0;6.0;5.0;8.0;;;;;23015
2014-01;44.0;35.0;32.0;22.0;25.0;27.0;25.0;21.0;18.0;18.0;21.0;;;;;;23015
2015-01;20.0;20.0;11.0;11.0;12.0;12.0;10.0;10.0;9.0;9.0;;;;;;;23015
2016-01;41.0;36.0;27.0;22.0;22.0;24.0;23.0;21.0;24.0;;;;;;;;23015
2017-01;35.0;29.0;26.0;23.0;16.0;14.0;13.0;16.0;;;;;;;;;23015
2018-01;33.0;29.0;28.0;22.0;21.0;19.0;17.0;;;;;;;;;;23015
2019-01;53.0;49.0;38.0;36.0;36.0;30.0;;;;;;;;;;;23015
2020-01;32.0;27.0;23.0;17.0;19.0;;;;;;;;;;;;23015
2021-01;91.0;83.0;76.0;67.0;;;;;;;;;;;;;23015
2022-01;45.0;35.0;33.0;;;;;;;;;;;;;;23015
2023-01;54.0;47.0;;;;;;;;;;;;;;;23015
2024-01;71.0;;;;;;;;;;;;;;;;23015
2009-01;30.0;25.0;25.0;22.0;17.0;17.0;13.0;11.0;14.0;16.0;15.0;13.0;12.0;11.0;11.0;9.0;23020
2010-01;34.0;32.0;23.0;22.0;17.0;13.0;12.0;11.0;11.0;10.0;10.0;10.0;9.0;9.0;9.0;;23020
2011-01;18.0;17.0;16.0;12.0;11.0;8.0;10.0;10.0;10.0;10.0;8.0;9.0;11.0;11.0;;;23020
2012-01;56.0;52.0;40.0;40.0;36.0;29.0;29.0;25.0;22.0;22.0;24.0;22.0;22.0;;;;23020
2013-01;24.0;21.0;19.0;16.0;15.0;13.0;13.0;10.0;14.0;13.0;11.0;11.0;;;;;23020
2014-01;55.0;48.0;37.0;33.0;21.0;20.0;22.0;19.0;18.0;18.0;17.0;;;;;;23020
2015-01;30.0;23.0;16.0;17.0;18.0;17.0;17.0;18.0;19.0;18.0;;;;;;;23020
2016-01;40.0;32.0;22.0;21.0;20.0;19.0;19.0;19.0;18.0;;;;;;;;23020
2017-01;29.0;25.0;22.0;20.0;20.0;17.0;17.0;17.0;;;;;;;;;23020
2018-01;25.0;19.0;11.0;10.0;11.0;13.0;10.0;;;;;;;;;;23020
2019-01;24.0;20.0;15.0;12.0;13.0;10.0;;;;;;;;;;;23020
2020-01;39.0;28.0;25.0;26.0;22.0;;;;;;;;;;;;23020
2021-01;62.0;55.0;43.0;34.0;;;;;;;;;;;;;23020
2022-01;74.0;68.0;46.0;;;;;;;;;;;;;;23020
2023-01;33.0;25.0;;;;;;;;;;;;;;;23020
2024-01;78.0;;;;;;;;;;;;;;;;23020
2009-01;21.0;18.0;15.0;12.0;12.0;9.0;7.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;23012
2010-01;28.0;23.0;18.0;18.0;11.0;11.0;12.0;12.0;11.0;12.0;11.0;11.0;11.0;11.0;11.0;;23012
2011-01;26.0;21.0;17.0;16.0;14.0;12.0;10.0;11.0;11.0;10.0;9.0;10.0;10.0;10.0;;;23012
2012-01;20.0;12.0;9.0;10.0;10.0;8.0;6.0;7.0;7.0;5.0;6.0;6.0;7.0;;;;23012
2013-01;14.0;8.0;7.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;5.0;5.0;;;;;23012
2014-01;43.0;36.0;31.0;19.0;20.0;20.0;19.0;15.0;13.0;12.0;13.0;;;;;;23012
2015-01;24.0;17.0;12.0;11.0;8.0;8.0;5.0;8.0;9.0;10.0;;;;;;;23012
2016-01;21.0;8.0;8.0;8.0;7.0;8.0;9.0;8.0;10.0;;;;;;;;23012
2017-01;40.0;36.0;27.0;25.0;23.0;21.0;20.0;19.0;;;;;;;;;23012
2018-01;28.0;23.0;17.0;13.0;13.0;12.0;10.0;;;;;;;;;;23012
2019-01;22.0;20.0;19.0;14.0;12.0;14.0;;;;;;;;;;;23012
2020-01;32.0;24.0;21.0;20.0;20.0;;;;;;;;;;;;23012
2021-01;60.0;47.0;43.0;43.0;;;;;;;;;;;;;23012
2022-01;48.0;45.0;41.0;;;;;;;;;;;;;;23012
2023-01;21.0;18.0;;;;;;;;;;;;;;;23012
2024-01;23.0;;;;;;;;;;;;;;;;23012
2009-01;192.0;186.0;180.0;159.0;159.0;158.0;157.0;156.0;154.0;149.0;139.0;136.0;137.0;130.0;130.0;128.0;23001
2010-01;78.0;71.0;65.0;61.0;55.0;51.0;51.0;48.0;47.0;44.0;47.0;48.0;48.0;47.0;49.0;;23001
2011-01;125.0;110.0;102.0;89.0;87.0;85.0;83.0;83.0;83.0;80.0;79.0;78.0;73.0;75.0;;;23001
2012-01;186.0;175.0;162.0;156.0;146.0;125.0;116.0;118.0;128.0;129.0;126.0;129.0;128.0;;;;23001
2013-01;195.0;172.0;165.0;146.0;135.0;130.0;128.0;126.0;123.0;130.0;120.0;124.0;;;;;23001
2014-01;274.0;238.0;224.0;193.0;179.0;184.0;177.0;179.0;177.0;172.0;173.0;;;;;;23001
2015-01;414.0;381.0;339.0;306.0;294.0;305.0;307.0;304.0;307.0;318.0;;;;;;;23001
2016-01;468.0;425.0;357.0;351.0;335.0;334.0;335.0;326.0;333.0;;;;;;;;23001
2017-01;393.0;356.0;284.0;267.0;262.0;257.0;258.0;260.0;;;;;;;;;23001
2018-01;337.0;300.0;261.0;244.0;242.0;241.0;235.0;;;;;;;;;;23001
2019-01;636.0;573.0;534.0;498.0;486.0;482.0;;;;;;;;;;;23001
2020-01;1247.0;1189.0;1120.0;1099.0;1018.0;;;;;;;;;;;;23001
2021-01;943.0;677.0;631.0;601.0;;;;;;;;;;;;;23001
2022-01;796.0;668.0;575.0;;;;;;;;;;;;;;23001
2023-01;637.0;555.0;;;;;;;;;;;;;;;23001
2024-01;1114.0;;;;;;;;;;;;;;;;23001
2009-01;18.0;12.0;9.0;9.0;3.0;3.0;4.0;4.0;4.0;5.0;5.0;5.0;4.0;3.0;3.0;3.0;23016
2010-01;14.0;8.0;6.0;4.0;3.0;4.0;5.0;4.0;4.0;3.0;3.0;4.0;3.0;2.0;2.0;;23016
2011-01;16.0;11.0;8.0;6.0;1.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;;;23016
2012-01;18.0;6.0;8.0;6.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;;;;23016
2013-01;17.0;9.0;8.0;5.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;23016
2014-01;24.0;10.0;10.0;10.0;10.0;10.0;9.0;9.0;6.0;6.0;8.0;;;;;;23016
2015-01;19.0;14.0;8.0;6.0;2.0;3.0;5.0;4.0;5.0;4.0;;;;;;;23016
2016-01;21.0;18.0;16.0;11.0;8.0;11.0;10.0;10.0;11.0;;;;;;;;23016
2017-01;37.0;25.0;15.0;16.0;16.0;14.0;14.0;13.0;;;;;;;;;23016
2018-01;23.0;16.0;18.0;15.0;14.0;13.0;12.0;;;;;;;;;;23016
2019-01;21.0;18.0;17.0;13.0;11.0;9.0;;;;;;;;;;;23016
2020-01;21.0;19.0;17.0;15.0;13.0;;;;;;;;;;;;23016
2021-01;43.0;39.0;30.0;30.0;;;;;;;;;;;;;23016
2022-01;36.0;29.0;26.0;;;;;;;;;;;;;;23016
2023-01;26.0;21.0;;;;;;;;;;;;;;;23016
2024-01;37.0;;;;;;;;;;;;;;;;23016
2009-01;54.0;48.0;48.0;47.0;45.0;37.0;36.0;36.0;36.0;36.0;32.0;30.0;29.0;26.0;26.0;25.0;23011
2010-01;58.0;54.0;49.0;43.0;35.0;37.0;35.0;30.0;30.0;23.0;20.0;24.0;28.0;25.0;23.0;;23011
2011-01;58.0;43.0;39.0;31.0;30.0;31.0;29.0;22.0;19.0;20.0;20.0;23.0;23.0;26.0;;;23011
2012-01;49.0;42.0;33.0;33.0;29.0;28.0;25.0;20.0;22.0;23.0;23.0;24.0;23.0;;;;23011
2013-01;36.0;29.0;30.0;24.0;19.0;22.0;22.0;21.0;15.0;18.0;18.0;18.0;;;;;23011
2014-01;180.0;156.0;140.0;117.0;109.0;98.0;92.0;92.0;89.0;84.0;84.0;;;;;;23011
2015-01;102.0;79.0;61.0;54.0;47.0;46.0;52.0;55.0;51.0;49.0;;;;;;;23011
2016-01;91.0;64.0;34.0;39.0;40.0;34.0;31.0;31.0;33.0;;;;;;;;23011
2017-01;98.0;71.0;60.0;65.0;61.0;55.0;54.0;55.0;;;;;;;;;23011
2018-01;137.0;114.0;107.0;88.0;95.0;86.0;85.0;;;;;;;;;;23011
2019-01;91.0;77.0;61.0;54.0;59.0;57.0;;;;;;;;;;;23011
2020-01;138.0;113.0;94.0;90.0;93.0;;;;;;;;;;;;23011
2021-01;222.0;196.0;183.0;169.0;;;;;;;;;;;;;23011
2022-01;259.0;233.0;209.0;;;;;;;;;;;;;;23011
2023-01;132.0;115.0;;;;;;;;;;;;;;;23011
2024-01;195.0;;;;;;;;;;;;;;;;23011
2009-01;16.0;9.0;10.0;9.0;6.0;9.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;5.0;4.0;4.0;23017
2010-01;11.0;8.0;8.0;5.0;4.0;5.0;7.0;5.0;4.0;3.0;5.0;5.0;4.0;4.0;5.0;;23017
2011-01;9.0;9.0;7.0;8.0;5.0;4.0;3.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;;;23017
2012-01;18.0;12.0;7.0;10.0;6.0;5.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;;;;23017
2013-01;22.0;18.0;16.0;12.0;7.0;6.0;6.0;8.0;8.0;7.0;8.0;8.0;;;;;23017
2014-01;33.0;27.0;25.0;18.0;8.0;9.0;10.0;8.0;7.0;6.0;9.0;;;;;;23017
2015-01;20.0;18.0;12.0;8.0;9.0;10.0;11.0;10.0;10.0;11.0;;;;;;;23017
2016-01;22.0;18.0;17.0;15.0;12.0;11.0;11.0;12.0;9.0;;;;;;;;23017
2017-01;16.0;13.0;9.0;9.0;8.0;8.0;8.0;7.0;;;;;;;;;23017
2018-01;11.0;9.0;8.0;8.0;8.0;8.0;8.0;;;;;;;;;;23017
2019-01;17.0;12.0;13.0;9.0;8.0;5.0;;;;;;;;;;;23017
2020-01;35.0;34.0;32.0;25.0;24.0;;;;;;;;;;;;23017
2021-01;19.0;15.0;15.0;15.0;;;;;;;;;;;;;23017
2022-01;22.0;18.0;16.0;;;;;;;;;;;;;;23017
2023-01;41.0;35.0;;;;;;;;;;;;;;;23017
2024-01;64.0;;;;;;;;;;;;;;;;23017
2009-01;28.0;23.0;18.0;12.0;8.0;8.0;7.0;10.0;6.0;6.0;6.0;5.0;10.0;10.0;10.0;11.0;23009
2010-01;17.0;15.0;14.0;11.0;11.0;9.0;8.0;9.0;9.0;6.0;7.0;6.0;5.0;6.0;7.0;;23009
2011-01;21.0;17.0;13.0;16.0;13.0;11.0;10.0;7.0;5.0;5.0;4.0;4.0;4.0;4.0;;;23009
2012-01;14.0;8.0;6.0;9.0;9.0;3.0;3.0;4.0;3.0;5.0;5.0;5.0;4.0;;;;23009
2013-01;30.0;26.0;16.0;16.0;16.0;10.0;12.0;12.0;12.0;11.0;12.0;12.0;;;;;23009
2014-01;37.0;30.0;27.0;17.0;11.0;14.0;12.0;11.0;6.0;6.0;5.0;;;;;;23009
2015-01;13.0;13.0;6.0;4.0;4.0;6.0;5.0;6.0;6.0;5.0;;;;;;;23009
2016-01;37.0;27.0;22.0;22.0;17.0;18.0;13.0;17.0;17.0;;;;;;;;23009
2017-01;41.0;35.0;33.0;29.0;24.0;21.0;17.0;17.0;;;;;;;;;23009
2018-01;38.0;32.0;28.0;24.0;18.0;18.0;12.0;;;;;;;;;;23009
2019-01;26.0;26.0;23.0;19.0;18.0;15.0;;;;;;;;;;;23009
2020-01;13.0;10.0;5.0;5.0;4.0;;;;;;;;;;;;23009
2021-01;54.0;34.0;32.0;26.0;;;;;;;;;;;;;23009
2022-01;34.0;30.0;27.0;;;;;;;;;;;;;;23009
2023-01;28.0;17.0;;;;;;;;;;;;;;;23009
2024-01;32.0;;;;;;;;;;;;;;;;23009
2009-01;21.0;17.0;15.0;13.0;10.0;10.0;9.0;8.0;7.0;8.0;8.0;8.0;7.0;8.0;8.0;7.0;23010
2010-01;29.0;22.0;20.0;20.0;15.0;13.0;11.0;13.0;13.0;12.0;14.0;11.0;10.0;9.0;10.0;;23010
2011-01;19.0;17.0;14.0;8.0;8.0;7.0;9.0;9.0;8.0;8.0;7.0;6.0;6.0;6.0;;;23010
2012-01;19.0;13.0;10.0;11.0;10.0;9.0;8.0;10.0;7.0;4.0;8.0;8.0;10.0;;;;23010
2013-01;25.0;22.0;16.0;11.0;12.0;12.0;12.0;11.0;12.0;13.0;12.0;11.0;;;;;23010
2014-01;44.0;30.0;24.0;21.0;21.0;23.0;20.0;18.0;16.0;19.0;16.0;;;;;;23010
2015-01;28.0;19.0;14.0;13.0;14.0;14.0;11.0;11.0;10.0;12.0;;;;;;;23010
2016-01;31.0;19.0;18.0;16.0;15.0;12.0;13.0;13.0;15.0;;;;;;;;23010
2017-01;35.0;28.0;27.0;25.0;19.0;20.0;19.0;19.0;;;;;;;;;23010
2018-01;32.0;24.0;24.0;22.0;23.0;19.0;19.0;;;;;;;;;;23010
2019-01;25.0;19.0;16.0;15.0;14.0;17.0;;;;;;;;;;;23010
2020-01;42.0;39.0;32.0;30.0;28.0;;;;;;;;;;;;23010
2021-01;64.0;56.0;52.0;52.0;;;;;;;;;;;;;23010
2022-01;76.0;61.0;55.0;;;;;;;;;;;;;;23010
2023-01;75.0;55.0;;;;;;;;;;;;;;;23010
2024-01;91.0;;;;;;;;;;;;;;;;23010
2009-01;37.0;31.0;30.0;27.0;25.0;22.0;21.0;15.0;11.0;11.0;9.0;10.0;9.0;8.0;9.0;9.0;23003
2010-01;51.0;43.0;40.0;34.0;28.0;27.0;26.0;24.0;24.0;21.0;21.0;17.0;16.0;14.0;13.0;;23003
2011-01;38.0;32.0;29.0;26.0;22.0;15.0;16.0;13.0;9.0;10.0;7.0;5.0;6.0;7.0;;;23003
2012-01;43.0;31.0;28.0;26.0;24.0;24.0;23.0;18.0;17.0;15.0;16.0;14.0;14.0;;;;23003
2013-01;63.0;47.0;40.0;36.0;34.0;33.0;29.0;27.0;27.0;26.0;26.0;24.0;;;;;23003
2014-01;73.0;59.0;45.0;38.0;31.0;28.0;27.0;27.0;22.0;22.0;20.0;;;;;;23003
2015-01;67.0;38.0;34.0;31.0;27.0;21.0;20.0;19.0;17.0;21.0;;;;;;;23003
2016-01;74.0;64.0;37.0;34.0;33.0;35.0;28.0;27.0;25.0;;;;;;;;23003
2017-01;46.0;34.0;31.0;26.0;18.0;17.0;19.0;22.0;;;;;;;;;23003
2018-01;91.0;72.0;57.0;50.0;45.0;39.0;39.0;;;;;;;;;;23003
2019-01;64.0;49.0;33.0;27.0;27.0;30.0;;;;;;;;;;;23003
2020-01;93.0;77.0;60.0;42.0;41.0;;;;;;;;;;;;23003
2021-01;131.0;104.0;84.0;75.0;;;;;;;;;;;;;23003
2022-01;132.0;104.0;94.0;;;;;;;;;;;;;;23003
2023-01;119.0;89.0;;;;;;;;;;;;;;;23003
2024-01;142.0;;;;;;;;;;;;;;;;23003
2009-01;46.0;42.0;37.0;30.0;25.0;21.0;24.0;22.0;16.0;21.0;21.0;19.0;21.0;23.0;21.0;22.0;23008
2010-01;22.0;21.0;19.0;14.0;13.0;10.0;8.0;7.0;10.0;7.0;5.0;9.0;7.0;8.0;9.0;;23008
2011-01;35.0;31.0;26.0;19.0;23.0;20.0;16.0;19.0;17.0;17.0;18.0;18.0;16.0;21.0;;;23008
2012-01;46.0;40.0;40.0;36.0;31.0;29.0;26.0;25.0;27.0;27.0;25.0;28.0;25.0;;;;23008
2013-01;53.0;39.0;35.0;33.0;22.0;19.0;22.0;19.0;25.0;23.0;23.0;20.0;;;;;23008
2014-01;37.0;30.0;28.0;23.0;16.0;20.0;18.0;19.0;18.0;17.0;20.0;;;;;;23008
2015-01;40.0;35.0;22.0;22.0;24.0;23.0;25.0;25.0;23.0;18.0;;;;;;;23008
2016-01;47.0;38.0;30.0;32.0;29.0;29.0;28.0;26.0;24.0;;;;;;;;23008
2017-01;80.0;68.0;66.0;62.0;49.0;48.0;44.0;40.0;;;;;;;;;23008
2018-01;64.0;54.0;44.0;40.0;38.0;37.0;36.0;;;;;;;;;;23008
2019-01;49.0;36.0;36.0;28.0;29.0;27.0;;;;;;;;;;;23008
2020-01;82.0;69.0;55.0;54.0;44.0;;;;;;;;;;;;23008
2021-01;86.0;68.0;65.0;56.0;;;;;;;;;;;;;23008
2022-01;64.0;57.0;39.0;;;;;;;;;;;;;;23008
2023-01;51.0;39.0;;;;;;;;;;;;;;;23008
2024-01;46.0;;;;;;;;;;;;;;;;23008
2009-01;7.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;23014
2010-01;19.0;14.0;9.0;8.0;6.0;5.0;5.0;5.0;6.0;6.0;3.0;5.0;3.0;3.0;3.0;;23014
2011-01;12.0;11.0;9.0;7.0;5.0;6.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;;;23014
2012-01;15.0;14.0;10.0;10.0;10.0;9.0;8.0;9.0;8.0;7.0;7.0;7.0;8.0;;;;23014
2013-01;18.0;13.0;11.0;12.0;8.0;5.0;5.0;4.0;6.0;5.0;6.0;5.0;;;;;23014
2014-01;26.0;18.0;11.0;14.0;11.0;10.0;9.0;10.0;10.0;10.0;11.0;;;;;;23014
2015-01;31.0;26.0;18.0;17.0;18.0;18.0;18.0;17.0;17.0;17.0;;;;;;;23014
2016-01;16.0;12.0;6.0;4.0;5.0;4.0;4.0;4.0;3.0;;;;;;;;23014
2017-01;21.0;16.0;13.0;16.0;14.0;12.0;14.0;11.0;;;;;;;;;23014
2018-01;20.0;18.0;16.0;14.0;11.0;12.0;10.0;;;;;;;;;;23014
2019-01;19.0;18.0;14.0;12.0;10.0;9.0;;;;;;;;;;;23014
2020-01;23.0;19.0;11.0;12.0;8.0;;;;;;;;;;;;23014
2021-01;16.0;15.0;11.0;10.0;;;;;;;;;;;;;23014
2022-01;24.0;18.0;16.0;;;;;;;;;;;;;;23014
2023-01;9.0;9.0;;;;;;;;;;;;;;;23014
2024-01;21.0;;;;;;;;;;;;;;;;23014
2009-01;40.0;33.0;29.0;24.0;23.0;19.0;19.0;17.0;17.0;16.0;14.0;12.0;13.0;13.0;13.0;12.0;23013
2010-01;25.0;21.0;18.0;13.0;15.0;14.0;11.0;10.0;8.0;7.0;7.0;8.0;9.0;10.0;11.0;;23013
2011-01;32.0;19.0;15.0;12.0;10.0;10.0;7.0;8.0;7.0;8.0;7.0;5.0;5.0;8.0;;;23013
2012-01;30.0;21.0;17.0;17.0;18.0;11.0;16.0;17.0;15.0;14.0;14.0;14.0;13.0;;;;23013
2013-01;24.0;18.0;16.0;13.0;10.0;8.0;9.0;8.0;7.0;8.0;8.0;8.0;;;;;23013
2014-01;53.0;46.0;40.0;28.0;28.0;26.0;23.0;18.0;23.0;22.0;25.0;;;;;;23013
2015-01;35.0;29.0;19.0;15.0;14.0;9.0;9.0;11.0;10.0;11.0;;;;;;;23013
2016-01;23.0;12.0;12.0;10.0;8.0;9.0;10.0;11.0;10.0;;;;;;;;23013
2017-01;41.0;38.0;27.0;27.0;22.0;23.0;22.0;22.0;;;;;;;;;23013
2018-01;48.0;39.0;34.0;30.0;29.0;30.0;23.0;;;;;;;;;;23013
2019-01;34.0;25.0;16.0;12.0;15.0;14.0;;;;;;;;;;;23013
2020-01;37.0;27.0;24.0;25.0;21.0;;;;;;;;;;;;23013
2021-01;61.0;45.0;41.0;41.0;;;;;;;;;;;;;23013
2022-01;53.0;49.0;43.0;;;;;;;;;;;;;;23013
2023-01;35.0;27.0;;;;;;;;;;;;;;;23013
2024-01;46.0;;;;;;;;;;;;;;;;23013
2009-01;13.0;9.0;9.0;9.0;8.0;8.0;7.0;7.0;5.0;7.0;6.0;5.0;5.0;5.0;5.0;5.0;23005
2010-01;19.0;14.0;13.0;10.0;6.0;7.0;7.0;5.0;6.0;5.0;7.0;6.0;5.0;5.0;4.0;;23005
2011-01;17.0;17.0;14.0;11.0;10.0;7.0;6.0;6.0;5.0;4.0;5.0;4.0;4.0;5.0;;;23005
2012-01;13.0;8.0;7.0;6.0;5.0;5.0;6.0;4.0;4.0;4.0;4.0;4.0;3.0;;;;23005
2013-01;21.0;15.0;16.0;11.0;9.0;11.0;10.0;9.0;8.0;6.0;5.0;8.0;;;;;23005
2014-01;16.0;14.0;8.0;6.0;6.0;5.0;4.0;4.0;4.0;3.0;4.0;;;;;;23005
2015-01;16.0;8.0;11.0;10.0;10.0;10.0;9.0;9.0;8.0;7.0;;;;;;;23005
2016-01;38.0;25.0;24.0;17.0;16.0;17.0;17.0;17.0;16.0;;;;;;;;23005
2017-01;34.0;32.0;29.0;26.0;27.0;19.0;17.0;17.0;;;;;;;;;23005
2018-01;17.0;13.0;13.0;13.0;13.0;10.0;10.0;;;;;;;;;;23005
2019-01;32.0;26.0;20.0;21.0;20.0;19.0;;;;;;;;;;;23005
2020-01;27.0;18.0;19.0;18.0;17.0;;;;;;;;;;;;23005
2021-01;37.0;32.0;29.0;27.0;;;;;;;;;;;;;23005
2022-01;31.0;29.0;26.0;;;;;;;;;;;;;;23005
2023-01;25.0;23.0;;;;;;;;;;;;;;;23005
2024-01;27.0;;;;;;;;;;;;;;;;23005
2009-01;64.0;46.0;40.0;33.0;33.0;20.0;16.0;15.0;15.0;15.0;13.0;9.0;7.0;8.0;9.0;8.0;52004
2010-01;99.0;76.0;53.0;43.0;32.0;25.0;23.0;19.0;17.0;18.0;15.0;16.0;16.0;13.0;10.0;;52004
2011-01;62.0;48.0;44.0;31.0;27.0;23.0;20.0;18.0;18.0;16.0;15.0;16.0;16.0;13.0;;;52004
2012-01;104.0;79.0;55.0;43.0;38.0;34.0;33.0;28.0;26.0;25.0;24.0;22.0;21.0;;;;52004
2013-01;40.0;26.0;21.0;22.0;19.0;20.0;22.0;18.0;14.0;13.0;12.0;16.0;;;;;52004
2014-01;114.0;92.0;80.0;50.0;43.0;44.0;41.0;37.0;30.0;32.0;30.0;;;;;;52004
2015-01;91.0;64.0;53.0;43.0;40.0;38.0;34.0;32.0;27.0;25.0;;;;;;;52004
2016-01;60.0;44.0;40.0;34.0;33.0;28.0;28.0;27.0;23.0;;;;;;;;52004
2017-01;70.0;52.0;48.0;43.0;39.0;33.0;31.0;26.0;;;;;;;;;52004
2018-01;128.0;110.0;91.0;77.0;62.0;60.0;57.0;;;;;;;;;;52004
2019-01;120.0;102.0;79.0;68.0;64.0;52.0;;;;;;;;;;;52004
2020-01;95.0;72.0;61.0;54.0;47.0;;;;;;;;;;;;52004
2021-01;183.0;145.0;123.0;113.0;;;;;;;;;;;;;52004
2022-01;278.0;224.0;192.0;;;;;;;;;;;;;;52004
2023-01;216.0;173.0;;;;;;;;;;;;;;;52004
2024-01;202.0;;;;;;;;;;;;;;;;52004
2009-01;33.0;29.0;26.0;23.0;20.0;18.0;17.0;19.0;14.0;17.0;16.0;15.0;15.0;11.0;12.0;12.0;52011
